"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-08-12,2026-08-12,"[CONVERSÃO] Arialief",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,300,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[SARA] [CONVERSÃO] Divórcio",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[SARA] [CONVERSÃO] Janeiro - DF",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: Seus resultados são...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: Lembre-se: ninguém...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: Sobrecarregado pelas...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: Até quando você vai...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,11,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: Qual é a verdadeira...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: Aceitar e reconhecer que...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: Quais são os “pneus...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,11,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Publicação do Instagram: A solução para suas...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] Imersão [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [A DIRECÃO] [AUTO] -BOLETO PARCELADO LIBERADO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [VENDAS] [PROVA SOCIAL] -RMKT - VAGAS ABERTAS  - PROVA SOCIAL",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [VENDAS] [PROVA SOCIAL] -RMKT - VAGAS ABERTAS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [A DIRECÃO] [AUTO] - LEMBRETE DO EVENTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [A DIRECÃO] [AUTO] - ATIVAR O LEMBRETE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [A DIRECÃO] [AUTO] - MANISFESTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRAFEGO] [A DIRECÃO] [GRUPO VIP]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] -  ADS 05 - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[VIDEO VIEW] [AQUECIMENTO] [A DIRECÃO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[VIDEO VIEW] [AQUECIMENTO] [A DIRECÃO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [A DIRECÃO] [AUTO] [FRIO]  - NOVOS CRIATIVOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [A DIRECÃO] [AUTO] [QUENTE]  - TESTE DE HIERARQUIA - NOVOS CRIATIVOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] - 12 a 18 ads -  PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] -  INTERESSE - 8 a 17ADS - PAGINA 01 - ESCALA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] -  SEMELHANTE - 8 a 17ADS - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] -  INTERESSE - 8 a 17ADS - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] - 12 a 18 ads -  PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] - 8 a 12ADS - PAGINA 03",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] - 8 a 12ADS - PAGINA 02",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] - 8 a 12ADS - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] - 8 a 12 ads -  PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [PERPETUO] [AUTO] [FRIO] - ABERTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [O FIM] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [O FIM] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [PERPETUO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [O FIM] [AUTO] [QUENTE] - TODOS ENVOLVIDOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [PERPETUO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [5EF] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA]  [QUENTE] [RMKT]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA]  [QUENTE] - Destrave Seu Destino",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [5FE] - ESTOU AO VIVO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [5FE] - É HOJE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [5FE] - É AMANHA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [5FE] - FALTA 3 DIAS - CLIQUE NO LINK",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [5FE] - FALTA 5 DIAS - VISUALIZACAO DE PAG",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [5FE] - FALTA 5 DIAS - CLIQUE NO LINK",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [CBO] [5FE] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE] - TODOS ENVOLVIDOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [WHATSAPP] [BLACK FRIDAY] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [BLACK FRIDAY] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [CADASTRO] [BLACK FRIDAY] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM - PORTUGUÊS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,75,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[MENSAGEM] [DIRECT] [AULA NO ZOOM] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] [PORTUGAL] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [CBO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [QUENTE] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [ABO] [EEM][AUTO] [FRIO] - RMKT",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [COMPRA] [CBO] [EEM][AUTO] [QUENTE] - RMKT",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,125,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [CBO] [TODAS AS AULAS [EEM] [AUTO] [FRIO] - CORTES DAS AULAS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,200,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [CBO] [TODAS AS AULAS [EEM] [AUTO] [FRIO] - TODAS AS AULAS LIBERADAS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,90,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[VIDEO VIEW] [CONTEUDO] [CBO] [AULA3] [EEM] [AUTO] [FRIO] - CORTES DA AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[VIDEO VIEW] [LEMBRETE] [CBO] [AULA3] [EEM] [AUTO] [FRIO] - AULA 3",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[ALCANCE] [LEMBRETE] [LIVE [EEM] [AUTO] [FRIO] - LIVE AQUECIMENTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [CBO] [AULA3] [EEM] [AUTO] [FRIO] - AULA 3",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,300,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[VIDEO VIEW] [LEMBRETE] [CBO] [AULA2] [EEM] [AUTO] [FRIO] - AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[ALCANCE] [LEMBRETE] [AULA2] [EEM] [AUTO] [FRIO] - AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [CBO] [AULA2] [EEM] [AUTO] [FRIO] - AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,120,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[VIDEO VIEW] [LEMBRETE] [AULA1] [EEM] [AUTO] [FRIO] - AULA 1",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [CBO] [AULA1] [EEM] [AUTO] [FRIO] - AULA 1",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,120,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[ALCANCE] [LEMBRETE] [EEM] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[TRÁFEGO] [LEMBRETE] [AULA1] [EEM] [AUTO] [FRIO] - AULA 1",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] -  EUA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[ALCANCE] [LEMBRETE] [EEM] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE -  ESCALA  013 - 014",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE - ESACALA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE - TESTE DE CRIATIVOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"Cópia  — [CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[ENGAJAMENTO] [MARCOS]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[VISUALIZAÇÃO DE VÍDEO] [MARCOS]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[RP] [CONVERSÃO] Teste Público",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[WPP] RAFAELA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] OSDE - Semelhantes",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] OSDE NOVA 4",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] OSDE NOVA 3",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[WPP] OSDE NOVA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] REMARTKETING NOVA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-12,2026-08-12,"[CONVERSÃO] OSDE NOVA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,200,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
