"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,"Classificação de qualidade","Classificação da taxa de engajamento","Classificação da taxa de conversão",Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-05-01,2026-08-08,Dani,inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Reinaldo 3",active,"Clique de 7 dias ou visualização de 1 dia",2090,actions:onsite_conversion.messaging_conversation_started_7d,81160,1.858342,2.17913876,80,Diário,4554.4,Contínuo,"Acima da média","Acima da média","Acima da média",150823,30.196986,2667,,1.707687,1.768298,3878,2.571226,1.17442,84,54.219048,,0.839661,0,3824.15,,
2026-05-01,2026-08-08,"Schi 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD001,not_delivering,"Clique de 1 dia",47,profile_visit_view,1095,1.053881,0.29106383,10,Diário,13.68,Contínuo,–,–,–,1154,11.854419,48,,0.285,4.159445,31,2.686308,0.44129,2,6.84,,,0,0,,
2026-05-01,2026-08-08,#AD001,inactive,"Clique de 1 dia",,,0,0,,10,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"AD 02 - Reinaldo",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",5,actions:offsite_conversion.fb_pixel_purchase,14547,1.443528,227.448,200,Diário,1137.24,Contínuo,–,–,–,20999,54.156865,367,,3.098747,1.747702,515,2.452498,2.208233,353,3.221643,,5.074698,0,5771.15,,
2026-05-01,2026-08-08,"AD 03 - Schi",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,200,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD001,not_delivering,"Clique de 1 dia",682,profile_visit_view,13978,1.0998,0.2508651,15,Diário,171.09,Contínuo,–,–,–,15373,11.129253,730,,0.23437,4.748585,698,4.540428,0.245115,244,0.701189,,,0,0,,
2026-05-01,2026-08-08,#AD001,not_delivering,"Clique de 1 dia",88,profile_visit_view,2786,1.076813,0.31534091,15,Diário,27.75,Contínuo,–,–,–,3000,9.25,94,,0.295213,3.133333,89,2.966667,0.311798,20,1.3875,,,0,0,,
2026-05-01,2026-08-08,"AD 05",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",4,actions:offsite_conversion.fb_pixel_purchase,10169,1.448815,285.1475,200,Diário,1140.59,Contínuo,"Na média","Na média","Abaixo da média – 35% mais baixos dos anúncios",14733,77.417362,319,,3.575517,2.165207,452,3.067943,2.523429,314,3.632452,,5.633795,0,6425.85,,
2026-05-01,2026-08-08,"AD 06",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",7,actions:offsite_conversion.fb_pixel_purchase,8010,1.447566,110.55285714,200,Diário,773.87,Contínuo,–,–,–,11595,66.741699,327,,2.366575,2.820181,446,3.846486,1.735135,307,2.520749,,10.088452,0,7807.15,,
2026-05-01,2026-08-08,"#AD002 - Vídeo",not_delivering,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,3228,1.112454,,60,Diário,194.08,Contínuo,–,–,–,3591,54.046227,51,,3.80549,1.420217,73,2.03286,2.65863,50,3.8816,,,0,0,,
2026-05-01,2026-08-08,"#AD001 - Máquina",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,60,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD002 - Carrossel Catálogo",not_delivering,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,1,1,,60,Diário,0.1,Contínuo,–,–,–,1,100,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"AD 01",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD006 -  Vídeo Camila",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,60,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"AD 06",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,60,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD001,not_delivering,"Clique de 1 dia",1166,profile_visit_view,30000,1.1245,0.24947684,15,Diário,290.89,Contínuo,–,–,–,33735,8.622795,1215,,0.239416,3.601601,1177,3.488958,0.247145,65,4.475231,,,0,0,,
2026-05-01,2026-08-08,"#AD007 - Video Maira Cardi",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD007 - Publicação original",active,"Clique de 7 dias ou visualização de 1 dia",,,68,1.25,,200,Diário,3.57,Contínuo,–,–,–,85,42,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD007,active,"Clique de 7 dias ou visualização de 1 dia",1,actions:offsite_conversion.fb_pixel_purchase,1330,1.159399,197.69,200,Diário,197.69,Contínuo,–,–,–,1542,128.203632,32,,6.177813,2.075227,40,2.594034,4.94225,32,6.177813,,0.28833,0,57,,
2026-05-01,2026-08-08,#AD11,inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,60,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"AD 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,40,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD10 - Não vai dizer que ainda usa spray",inactive,"Clique de 7 dias ou visualização de 1 dia",2,actions:offsite_conversion.fb_pixel_purchase,12808,1.465568,333.43,300,Diário,666.86,Contínuo,"Acima da média","Acima da média","Abaixo da média – 35% mais baixos dos anúncios",18771,35.526077,369,,1.807209,1.965798,548,2.919397,1.216898,357,1.867955,,2.460262,0,1640.65,,
2026-05-01,2026-08-08,"#AD008 - Link tester",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,300,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD007,inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,60,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD009,inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,60,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD10 - Não vai dizer que ainda usa spray",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",1,actions:offsite_conversion.fb_pixel_purchase,6665,1.196249,454.45,60,Diário,454.45,Contínuo,–,–,–,7973,56.99862,112,,4.057589,1.404741,186,2.332873,2.44328,111,4.094144,,0.125426,0,57,,
2026-05-01,2026-08-08,"#AD007 - Video Maira Cardi",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,40,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD001 - Remarketing",archived,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,300,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD006 -  Vídeo Camila",inactive,"Clique de 7 dias ou visualização de 1 dia",,,113,1.19469,,300,Diário,14.07,Contínuo,–,–,–,135,104.222222,1,,14.07,0.740741,2,1.481481,7.035,1,14.07,,,0,0,,
2026-05-01,2026-08-08,Aerossol,active,"Clique de 7 dias ou visualização de 1 dia",16,actions:onsite_conversion.messaging_conversation_started_7d,763,1.141547,2.756875,80,Diário,44.11,Contínuo,–,–,–,871,50.642939,22,,2.005,2.525832,35,4.01837,1.260286,1,44.11,,,0,0,,
2026-05-01,2026-08-08,"AD 02 - Reinaldo",not_delivering,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,20,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD002,inactive,"Clique de 1 dia",,,0,0,,10,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD002,inactive,"Clique de 1 dia",,,0,0,,15,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD007 - Publicação original",inactive,"Clique de 7 dias ou visualização de 1 dia",,,80,1.2625,,300,Diário,8.18,Contínuo,–,–,–,101,80.990099,2,,4.09,1.980198,3,2.970297,2.726667,2,4.09,,,0,0,,
2026-05-01,2026-08-08,#AD002,not_delivering,"Clique de 1 dia",375,profile_visit_view,7291,1.251543,0.38565333,15,Diário,144.62,Contínuo,–,–,–,9125,15.848767,389,,0.371774,4.263014,383,4.19726,0.377598,119,1.215294,,,0,0,,
2026-05-01,2026-08-08,"#AD002 - inserido 14/04",not_delivering,"Clique de 1 dia",284,profile_visit_view,4944,2.313511,0.45827465,10,Diário,130.15,Contínuo,–,–,–,11438,11.378738,288,,0.45191,2.517923,270,2.360553,0.482037,23,5.658696,,,0,0,,
2026-05-01,2026-08-08,#AD003,not_delivering,"Clique de 1 dia",563,profile_visit_view,10828,1.275305,0.52952043,10,Diário,298.12,Contínuo,–,–,–,13809,21.588819,570,,0.523018,4.127743,508,3.67876,0.58685,58,5.14,,,0,0,,
2026-05-01,2026-08-08,"AD 02 - Reinaldo",inactive,"Clique de 7 dias ou visualização de 1 dia",,,1675,1.111045,,30,Diário,149.4,Contínuo,–,–,–,1861,80.27942,36,,4.15,1.934444,54,2.901666,2.766667,36,4.15,,,0,0,,
2026-05-01,2026-08-08,"#AD007 - VALIDADO",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,142,1.112676,,200,Diário,18.78,Contínuo,–,–,–,158,118.860759,5,,3.756,3.164557,7,4.43038,2.682857,5,3.756,,,0,0,,
2026-05-01,2026-08-08,"#AD007 - VALIDADO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,64,1.09375,,30,Diário,9.43,Contínuo,–,–,–,70,134.714286,2,,4.715,2.857143,3,4.285714,3.143333,2,4.715,,,0,0,,
2026-05-01,2026-08-08,#AD11,not_delivering,"Clique de 7 dias ou visualização de 1 dia",14,actions:offsite_conversion.fb_pixel_purchase,12247,1.835715,149.71642857,61,Diário,2096.03,Contínuo,–,–,–,22482,93.231474,557,,3.76307,2.477538,778,3.460546,2.694126,548,3.824872,,7.329924,0,15363.74,,
2026-05-01,2026-08-08,#AD12,not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,#AD13,not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Máquinas nova",active,"Clique de 7 dias ou visualização de 1 dia",5,actions:onsite_conversion.messaging_conversation_started_7d,494,1.089069,5.188,80,Diário,25.94,Contínuo,–,–,–,538,48.215613,8,,3.2425,1.486989,14,2.60223,1.852857,,,,,0,0,,
2026-05-01,2026-08-08,"AD 05",inactive,"Clique de 7 dias ou visualização de 1 dia",,,1462,1.209302,,30,Diário,165.37,Contínuo,–,–,–,1768,93.535068,40,,4.13425,2.262443,54,3.054299,3.062407,39,4.240256,,,0,0,,
2026-05-01,2026-08-08,#AD002,not_delivering,"Clique de 1 dia",314,profile_visit_view,8623,1.113186,0.39484076,15,Diário,123.98,Contínuo,–,–,–,9599,12.915929,316,,0.392342,3.29201,311,3.239921,0.39865,40,3.0995,,,0,0,,
2026-05-01,2026-08-08,"AD 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,29,1.068966,,15,Diário,0.44,Contínuo,–,–,–,31,14.193548,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"AD 02",not_delivering,"Clique de 7 dias ou visualização de 1 dia",41,actions:onsite_conversion.messaging_conversation_started_7d,5081,1.214328,3.15853659,15,Diário,129.5,Contínuo,–,–,–,6170,20.988655,88,,1.471591,1.426256,131,2.123177,0.98855,1,129.5,,,0,0,,
2026-05-01,2026-08-08,"Reinaldo 3",not_delivering,"Clique de 7 dias ou visualização de 1 dia",4,actions:onsite_conversion.messaging_conversation_started_7d,213,1.004695,1.0575,25,Diário,4.23,Contínuo,–,–,–,214,19.766355,6,,0.705,2.803738,9,4.205607,0.47,,,,,0,0,,
2026-05-01,2026-08-08,"AD 05",active,"Clique de 7 dias ou visualização de 1 dia",5,actions:offsite_conversion.fb_pixel_purchase,7400,1.399324,177.86,200,Diário,889.3,Contínuo,–,–,–,10355,85.881217,249,,3.571486,2.404635,353,3.408981,2.519263,244,3.644672,,7.243933,0,6442.03,,
2026-05-01,2026-08-08,"AD 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,686,1.377551,,300,Diário,121.19,Contínuo,–,–,–,945,128.243386,14,,8.656429,1.481481,31,3.280423,3.909355,12,10.099167,,,0,0,,
2026-05-01,2026-08-08,"AD 02 - Reinaldo — Cópia",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,1980,1.134848,,896.92,Diário,168.85,Contínuo,–,–,–,2247,75.144637,47,,3.592553,2.091678,66,2.93725,2.558333,44,3.8375,,,0,0,,
2026-05-01,2026-08-08,"AD 05 — Cópia",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",65,actions:offsite_conversion.fb_pixel_purchase,92123,1.934392,134.83030769,896.92,Diário,8763.97,Contínuo,"Na média","Acima da média","Abaixo da média – 35% mais baixos dos anúncios",178202,49.179976,3738,,2.344561,2.09762,5015,2.814222,1.747551,3563,2.459717,,7.197331,0,63077.19,,
2026-05-01,2026-08-08,"AD01 - Estático - Cupom MAQUINA10",not_delivering,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,32,1.1875,,20,Diário,3.96,Contínuo,–,–,–,38,104.210526,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Adeus Home Spray",not_delivering,"Clique de 7 dias ou visualização de 1 dia",62,actions:onsite_conversion.messaging_conversation_started_7d,2350,1.038298,0.75903226,25,Diário,47.06,Contínuo,–,–,–,2440,19.286885,73,,0.644658,2.991803,103,4.221311,0.456893,1,47.06,,1.150659,0,54.15,,
2026-05-01,2026-08-08,"AD 05",active,"Clique de 7 dias ou visualização de 1 dia",40,actions:offsite_conversion.fb_pixel_purchase,81728,1.722922,133.704,507.69,Diário,5348.16,Contínuo,"Na média",–,–,140811,37.981124,3913,,1.366767,2.778902,6575,4.66938,0.813408,3705,1.443498,,9.983045,0,53390.92,,
2026-05-01,2026-08-08,"AD 02 - Reinaldo",active,"Clique de 7 dias ou visualização de 1 dia",19,actions:offsite_conversion.fb_pixel_purchase,20285,1.723885,216.18368421,507.69,Diário,4107.49,Contínuo,"Na média",–,–,34969,117.460894,580,,7.081879,1.658612,796,2.276302,5.160163,550,7.468164,,7.183066,0,29504.37,,
2026-05-01,2026-08-08,"AD 01",not_delivering,"Clique de 7 dias ou visualização de 1 dia",1,actions:omni_landing_page_view,695,1.123741,5.22,20,Diário,5.22,Contínuo,–,–,–,781,6.683739,4,,1.305,0.512164,7,0.896287,0.745714,1,5.22,,,0,0,,
2026-05-01,2026-08-08,"AD 02",not_delivering,"Clique de 7 dias ou visualização de 1 dia",32,actions:omni_landing_page_view,2559,1.241891,0.7003125,20,Diário,22.41,Contínuo,–,–,–,3178,7.051605,49,,0.457347,1.54185,89,2.800503,0.251798,32,0.700313,,,0,0,,
2026-05-01,2026-08-08,"AD 03",not_delivering,"Clique de 7 dias ou visualização de 1 dia",24,actions:omni_landing_page_view,2216,1.236011,0.69916667,20,Diário,16.78,Contínuo,–,–,–,2739,6.126323,42,,0.399524,1.533406,67,2.446148,0.250448,24,0.699167,,,0,0,,
2026-05-01,2026-08-08,"#AD10 - Não vai dizer que ainda usa spray- validado",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",2,actions:offsite_conversion.fb_pixel_purchase,5917,1.313503,207.82,200,Diário,415.64,Contínuo,–,–,–,7772,53.479156,142,,2.927042,1.827072,217,2.792074,1.915392,131,3.172824,,6.211625,0,2581.8,,
2026-05-01,2026-08-08,"#AD10 - Não vai dizer que ainda usa spray- validado",inactive,"Clique de 7 dias ou visualização de 1 dia",,,2715,1.371271,,30,Diário,119.64,Contínuo,–,–,–,3723,32.135375,85,,1.407529,2.283105,126,3.384367,0.949524,79,1.51443,,,0,0,,
2026-05-01,2026-08-08,"AD01 - Estático - Cupom MAQUINA10",active,"Clique de 7 dias ou visualização de 1 dia",30,actions:offsite_conversion.fb_pixel_purchase,22657,4.358874,162.09033333,300,Diário,4862.71,Contínuo,"Na média","Na média","Abaixo da média – 35% mais baixos dos anúncios",98759,49.238145,1647,,2.952465,1.667696,2029,2.054496,2.396604,1590,3.058308,,6.309595,0,30681.73,,
2026-05-01,2026-08-08,"#AD001 - Publicação existente - Reinaldo na área gourmet",inactive,"Clique de 1 dia",16,profile_visit_view,408,1.022059,0.3575,20,Diário,5.72,Contínuo,–,–,–,417,13.717026,15,,0.381333,3.597122,15,3.597122,0.381333,3,1.906667,,,0,0,,
2026-05-01,2026-08-08,"#AD002 - Reinaldo na área gourmet - calça",inactive,"Clique de 1 dia",618,profile_visit_view,8352,1.105484,0.21297735,20,Diário,131.62,Contínuo,–,–,–,9233,14.255388,645,,0.204062,6.985812,613,6.639229,0.214715,57,2.309123,,,0,0,,
2026-05-01,2026-08-08,#AD003,inactive,"Clique de 1 dia",423,profile_visit_view,7507,1.324364,0.37193853,10,Diário,157.33,Contínuo,"Na média",–,–,9942,15.824784,426,,0.369319,4.284852,407,4.093744,0.38656,118,1.333305,,,0,0,,
2026-05-01,2026-08-08,#AD004,inactive,"Clique de 1 dia",330,profile_visit_view,5473,2.80486,0.61660606,10,Diário,203.48,Contínuo,"Acima da média",–,–,15351,13.255163,330,,0.616606,2.149697,318,2.071526,0.639874,65,3.130462,,,0,0,,
2026-05-01,2026-08-08,"#AD005 - Camila",inactive,"Clique de 1 dia",562,profile_visit_view,8159,1.766148,0.4205516,10,Diário,236.35,Contínuo,"Na média",–,–,14410,16.401804,584,,0.404709,4.052741,550,3.816794,0.429727,82,2.882317,,,0,0,,
2026-05-01,2026-08-08,"#AD005 - Vídeo Reinaldo explicando as maquinas",inactive,"Clique de 1 dia",925,profile_visit_view,14425,1.413934,0.39698378,10,Diário,367.21,Contínuo,"Na média",–,–,20396,18.00402,948,,0.387352,4.64797,901,4.417533,0.407558,245,1.498816,,,0,0,,
2026-05-01,2026-08-08,"#AD002 - publicação existente",inactive,"Clique de 7 dias ou visualização de 1 dia",1402,video_thruplay_watched_actions,6414,1.655597,0.04750357,6,Diário,66.6,Contínuo,–,–,–,10619,6.271777,73,,0.912329,0.687447,181,1.704492,0.367956,61,1.091803,,,0,0,,
2026-05-01,2026-08-08,"#AD001 - Vídeo Reinaldo",inactive,"Clique de 7 dias ou visualização de 1 dia",1890,video_thruplay_watched_actions,7106,2.357867,0.06393651,6,Diário,120.84,Contínuo,–,–,–,16755,7.212175,99,,1.220606,0.590868,203,1.211579,0.595271,77,1.569351,,,0,0,,
2026-05-01,2026-08-08,#AD14,not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,1661,1.745936,,20,Diário,214.9,Contínuo,–,–,–,2900,74.103448,50,,4.298,1.724138,81,2.793103,2.653086,46,4.671739,,,0,0,,
2026-05-01,2026-08-08,#AD15,not_delivering,"Clique de 7 dias ou visualização de 1 dia",6,actions:offsite_conversion.fb_pixel_purchase,10181,1.506728,195.94,30,Diário,1175.64,Contínuo,–,–,–,15340,76.638853,319,,3.685392,2.079531,458,2.985658,2.5669,301,3.905781,,6.699925,0,7876.7,,
2026-05-01,2026-08-08,"AD 06",active,"Clique de 7 dias ou visualização de 1 dia",19,actions:offsite_conversion.fb_pixel_purchase,17547,1.761612,137.03421053,200,Diário,2603.65,Contínuo,"Na média","Acima da média","Abaixo da média – 35% mais baixos dos anúncios",30911,84.230533,896,,2.905859,2.898645,1168,3.77859,2.229152,841,3.095898,,7.547766,0,19651.74,,
2026-05-01,2026-08-08,"#AD007 - Máquina de 40m²",inactive,"Clique de 7 dias ou visualização de 1 dia",,,145,1.531034,,300,Diário,16.5,Contínuo,–,–,–,222,74.324324,3,,5.5,1.351351,3,1.351351,5.5,2,8.25,,,0,0,,
2026-05-01,2026-08-08,#AD006,inactive,"Clique de 1 dia",1404,profile_visit_view,20075,1.838804,0.4284188,10,Diário,601.5,Contínuo,–,–,–,36914,16.294631,1439,,0.417999,3.89825,1372,3.716747,0.438411,338,1.779586,,0.090025,0,54.15,,
2026-05-01,2026-08-08,"#AD003 - Vídeo 4529",inactive,"Clique de 7 dias ou visualização de 1 dia",3380,video_thruplay_watched_actions,9779,3.005624,0.06586686,6,Diário,222.63,Contínuo,–,–,–,29392,7.57451,114,,1.952895,0.387861,259,0.881192,0.859575,82,2.715,,,0,0,,
2026-05-01,2026-08-08,"#AD16 -  4602  - antigo 4479",inactive,"Clique de 7 dias ou visualização de 1 dia",5,actions:offsite_conversion.fb_pixel_purchase,3840,1.329167,128.592,50,Diário,642.96,Contínuo,–,–,–,5104,125.971787,111,,5.792432,2.174765,148,2.899687,4.344324,90,7.144,,5.394426,0,3468.4,,
2026-05-01,2026-08-08,#AD15,inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,470,1.123404,,200,Diário,48.58,Contínuo,"Acima da média","Abaixo da média – 35% mais baixos dos anúncios","Na média",528,92.007576,12,,4.048333,2.272727,19,3.598485,2.556842,15,3.238667,,,0,0,,
2026-05-01,2026-08-08,#AD15,inactive,"Clique de 7 dias ou visualização de 1 dia",1,actions:offsite_conversion.fb_pixel_purchase,1038,1.174374,107.64,30,Diário,107.64,Contínuo,–,–,–,1219,88.301887,21,,5.125714,1.722724,33,2.707137,3.261818,19,5.665263,,3.3979,0,365.75,,
2026-05-01,2026-08-08,#AD11,inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,441,1.056689,,200,Diário,39.93,Contínuo,–,–,–,466,85.686695,7,,5.704286,1.502146,12,2.575107,3.3275,7,5.704286,,,0,0,,
2026-05-01,2026-08-08,"#AD002 - Reinaldo na área gourmet - calça  - novo",inactive,"Clique de 1 dia",952,profile_visit_view,11549,1.13144,0.24110294,20,Diário,229.53,Contínuo,–,–,–,13067,17.565623,982,,0.233737,7.515114,931,7.124818,0.246541,198,1.159242,,,0,0,,
2026-05-01,2026-08-08,"#AD004 - Maira",inactive,"Clique de 7 dias ou visualização de 1 dia",2673,video_thruplay_watched_actions,8017,3.53162,0.12907594,6,Diário,345.02,Contínuo,"Abaixo da média – 35% mais baixos dos anúncios","Abaixo da média – 10% mais baixos dos anúncios","Na média",28313,12.185922,110,,3.136545,0.388514,264,0.932434,1.306894,89,3.876629,,,0,0,,
2026-05-01,2026-08-08,"#AD005 - Paulo",inactive,"Clique de 7 dias ou visualização de 1 dia",144,video_thruplay_watched_actions,1086,1.276243,0.11722222,6,Diário,16.88,Contínuo,–,–,–,1386,12.178932,8,,2.11,0.577201,18,1.298701,0.937778,7,2.411429,,,0,0,,
2026-05-01,2026-08-08,#AD15,not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,58,1.017241,,20,Diário,5.67,Contínuo,–,–,–,59,96.101695,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD10 - Não vai dizer que ainda usa spray- validado",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,225,1.08,,20,Diário,31.04,Contínuo,–,–,–,243,127.736626,2,,15.52,0.823045,3,1.234568,10.346667,1,31.04,,,0,0,,
2026-05-01,2026-08-08,"#AD007 - VALIDADO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,104,1.067308,,20,Diário,20.41,Contínuo,–,–,–,111,183.873874,7,,2.915714,6.306306,7,6.306306,2.915714,5,4.082,,,0,0,,
2026-05-01,2026-08-08,"AD 06",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,1595,1.192476,,20,Diário,232.75,Contínuo,–,–,–,1902,122.371188,47,,4.952128,2.471083,55,2.891693,4.231818,40,5.81875,,,0,0,,
2026-05-01,2026-08-08,"AD 05",inactive,"Clique de 1 dia ou visualização com engajamento de 1 dia",,,79,1.088608,,30,Diário,10.9,Contínuo,–,–,–,86,126.744186,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"AD 02 - Reinaldo",not_delivering,"Clique de 1 dia ou visualização com engajamento de 1 dia",2,actions:offsite_conversion.fb_pixel_purchase,3795,1.401054,329.205,30,Diário,658.41,Contínuo,–,–,–,5317,123.831108,94,,7.004362,1.767914,123,2.313335,5.352927,80,8.230125,,9.114382,0,6001,,
2026-05-01,2026-08-08,#AD15,inactive,"Clique de 1 dia ou visualização com engajamento de 1 dia",,,51,1.039216,,30,Diário,7.05,Contínuo,–,–,–,53,133.018868,3,,2.35,5.660377,3,5.660377,2.35,1,7.05,,,0,0,,
2026-05-01,2026-08-08,"#AD16 -  4602  - antigo 4479",inactive,"Clique de 1 dia ou visualização com engajamento de 1 dia",,,33,1.060606,,30,Diário,10.44,Contínuo,–,–,–,35,298.285714,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"#AD11 - Cópia",inactive,"Clique de 1 dia ou visualização com engajamento de 1 dia",,,33,1.030303,,30,Diário,5.2,Contínuo,–,–,–,34,152.941176,,,,,1,2.941176,5.2,,,,,0,0,,
2026-05-01,2026-08-08,"AD 06",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",13,actions:offsite_conversion.fb_pixel_purchase,12767,1.91384,122.75230769,896.92,Diário,1595.78,Contínuo,"Na média","Acima da média","Na média",24434,65.309814,684,,2.333012,2.799378,911,3.728411,1.751679,653,2.443767,,7.062628,0,11270.4,,
2026-05-01,2026-08-08,"#AD16 -  4602  - antigo 4479",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,1657,1.190103,,200,Diário,306.64,Contínuo,–,–,–,1972,155.496957,58,,5.286897,2.941176,73,3.701826,4.200548,59,5.197288,,,0,0,,
