"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,Início,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-05-01,2026-08-08,"01 - VIU PAGINA DE OBRIGADO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-10-18,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-10-19,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"06 - ENVOLVIMENTO 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"06 - ENVOLVIMENTO 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO 365D + CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - INTERESSES",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - LOREAL - TRESSEME",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - WELLA - SHAMPOO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-21,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"07 - INTERESSE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO - 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO - 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO - 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO - 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO - 365D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - NIVEA - LONG HAIR",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,16,Diário,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - DOVE - WELLA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - DOVE - WELLA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - NIVEA - LONG HAIR",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS NO EVENTO PASSADO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO - 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CUIDADO COM O CABELO - PENTEADO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-11-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-11-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-11-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-11-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CUIDADO COM O CABELO - PENTEADO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-11-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-11-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-11-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CUIDADO COM O CABELO - PENTEADO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-12,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-11-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-11-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-11-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,40,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"06 - VIU PAGINA DE CAPTURA + CADASTRADOS NO EVENTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - MARCAS DE SHAMPOO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,40,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - MARCAS DE SHAMPOO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,2022-11-22,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - LOREAL PROFISSIONAL - TRESEMMÉ",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-11-24,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - VIU PAGINA DE CAPTURA + VIU 25% ADS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365D + VIDEO VIEW 25%",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - VIU PAGINA DE CAPTURA + VIU 25% ADS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 365D + VIDEO VIEW 25%",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,25,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - VIU PAGINA DE CAPTURA + VIU 25% ADS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"06 - ENVOLVIMENTO 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,90,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"07 - ENVOLVIMENTO 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"08 - ENVOLVIMENTO 365D + VIDEO VIEW 25%",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-12-02,0,0,,,,,0,0,0,,,,,0,0,,
