"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,Início,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V7",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-07,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V8",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-07,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V9",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-07,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] OSDE - Depoimentos",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] REMARTKETING",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,60,Diário,0,Contínuo,2021-12-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Visitantes",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,40,Diário,0,Contínuo,2021-12-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] OSDE - FB",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Semelhante",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] Famosos",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-16,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Engajados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-20,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Processo Anitta",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-28,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Explicando emoções",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Explicação",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Explicação - Envolvidos",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2021-12-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Thruplay",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-01,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - 24 horas",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-02,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Reflexão sociedade",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-05,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Virada",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-05,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - 24 horas — Engajados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Anitta",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-01-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Anitta — Thruplay",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-01-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Thaís",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-09,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[MMM] [CONVERSÃO]",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,2022-01-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[MMM] [CONVERSÃO] — Mayra",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,2022-01-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[AFILIAGRAM] [CONVERSÃO]",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] LISTA DE ESPERA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ALCANCE] LISTA DE ESPERA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-01-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-23,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 2",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-23,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - 24horas - Engajados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-23,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - 24horas - PA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-23,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - Anitta - Engajados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-25,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - Anitta - PA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-25,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - Thais - PA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-25,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - Thais - ENJ",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-25,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 2 - PA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-27,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 2 - Engajados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-02-27,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] REMARTKETING NOVA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-03-06,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[WPP] OSDE NOVA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-03-07,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 3",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-03-07,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 4",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-03-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Semelhantes",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-03-08,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[WPP] RAFAELA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-03-14,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[WPP] RAFAELA — Engajados",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-03-14,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[RP] [CONVERSÃO] - Aberto",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,2022-03-27,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[RP] [CONVERSÃO] - Hotmart",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,2022-03-27,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[RP] [CONVERSÃO] - Culinária Italiana",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,2022-03-27,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[RP] [CONVERSÃO] - Livro de Cozinha",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,2022-03-28,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[RP] [CONVERSÃO] - Vinho",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,80,Diário,0,Contínuo,2022-03-28,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO DE VÍDEO] [MARCOS] - PA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-09-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO DE VÍDEO] [MARCOS] - Hair",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-09-11,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ENGAJAMENTO] [MARCOS] - PA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-09-12,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ENGAJAMENTO] [MARCOS] - Marcas",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,2022-09-12,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO - 60D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - ENVOLVIMENTO - 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - PANTENE - SEDA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - VIU PÁGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CUIDADOS PARA CABELOS - PENTEADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CONDICIONADOR - XAMPU",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - ENVOLVIMENTO - 30D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - ENVOLVIMENTO - 180D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO - 90D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - LOREAL PROFISSIONAL - TRESEMMÉ",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - NIVEA - LONG HAIR",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - TINTURA DE CABELOS - SALÃO DE BELEZA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - DOVE - WELLA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - TRESEMMÉ - GARNIE",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-09-29,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - DOVE - WELLA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - NIVEA - LONG HAIR",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - TINTURA DE CABELOS - SALÃO DE BELEZA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - LOREAL PROFISSIONAL - TRESEMMÉ",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CUIDADOS PARA CABELOS - PENTEADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CONDICIONADOR - XAMPU",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - PANTENE - SEDA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - TRESEMMÉ - GARNIE",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-09-30,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - LOREAL PROFISSIONAL - TRESEMMÉ - 006 - 005",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,40,Diário,0,Contínuo,2022-10-03,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - LOREAL PROFISSIONAL - TRESEMMÉ -  007 - 009",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-03,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - LOREAL PROFISSIONAL - TRESEMMÉ - 010 - 011",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-03,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - LOREAL PROFISSIONAL - TRESEMMÉ - 012",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-03,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - DOVE - WELLA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CABELOS NATURAIS - PRODUTOS PARA CABELOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - CUIDADOS PARA CABELOS - PENTEADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - LOREAL PROFISSIONAL - TRESEMMÉ",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - PANTENE - SEDA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-04,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"00 - ABERTO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,2022-10-06,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2022-10-07,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"06 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014  - ESCALA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2022-10-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"07 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014  - ESCALA  02",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,2022-10-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014  - ESCALA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014  - ESCALA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014 - ESCALA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014  - ESCALA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"05 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014  - ESCALA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-10,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - VIU PAGINA DE OBRIGADO",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-13,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CABELOS NATURAIS  - PRODUTOS PARA CABELOS - 013 - 014  - TODOS OS IDIOMAS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-14,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"04 - LONG HAIR - TINTURA PARA CABELOS 013 - 014 - IDIOMA EM PORTUGUÊS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-14,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - SALÃO DE BELEZA  - CUIDADOS PARA CABELOS - 013 - 014 - IDIOMA PORTUGUÊS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-14,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - SALÃO DE BELEZA  - CUIDADOS PARA CABELOS - 013 - 014 TODOS OS IDIOMAS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,2022-10-14,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-10-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"01 - CADASTRADOS",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-10-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,35,Diário,0,Contínuo,2022-10-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"02 - ENVOLVIMENTO 60D + VIU PAGINA DE CAPTURA",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-17,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"03 - ENVOLVIMENTO 365D",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,2022-10-17,0,0,,,,,0,0,0,,,,,0,0,,
