"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,"Classificação de qualidade","Classificação da taxa de engajamento","Classificação da taxa de conversão",Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-08-09,2026-08-13,"08 - Vídeo Narrado - Chega de Borrifar",active,"Clique de 7 dias ou visualização de 1 dia",1,actions:offsite_conversion.fb_pixel_purchase,8,1.125,0.71,550,Diário,0.71,Contínuo,–,–,–,9,78.888889,,,,,0,0,0,,,,3502.929577,0,2487.08,,
2026-08-09,2026-08-13,"05 - Não É Spray, É Máquina",active,"Clique de 7 dias ou visualização de 1 dia",,,709,1.251058,,"Usando orçamento da campanha",0,92.89,Contínuo,"Na média",–,–,887,104.723788,18,,5.160556,2.029312,24,2.70575,3.870417,17,5.464118,,,0,0,,
2026-08-09,2026-08-13,"08 - Vídeo Narrado - Chega de Borrifar",active,"Clique de 7 dias ou visualização de 1 dia",,,22,1.181818,,"Usando orçamento da campanha",0,1.7,Contínuo,–,–,–,26,65.384615,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"29 - Máquina 40m² - V2",active,"Clique de 7 dias ou visualização de 1 dia",,,2227,1.239784,,550,Diário,388.59,Contínuo,"Na média",–,–,2761,140.742485,33,,11.775455,1.195219,48,1.738501,8.095625,33,11.775455,,,0,0,,
2026-08-09,2026-08-13,"OFF - #AD007 — Cópia",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"06 - Reinaldo Base",active,"Clique de 7 dias ou visualização de 1 dia",14,actions:offsite_conversion.fb_pixel_purchase,18217,1.239721,144.57071429,"Usando orçamento da campanha",0,2023.99,Contínuo,"Na média",–,–,22584,89.620528,371,,5.455499,1.642756,474,2.098831,4.270021,356,5.685365,,10.461514,0,21174,,
2026-08-09,2026-08-13,"OFF - AD29",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,550,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"OFF - #AD30",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,160,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"25 - Estático - Cupom MAQUINA10 - Hotel 5 Estrelas",active,"Clique de 7 dias ou visualização de 1 dia",,,166,1.301205,,300,Diário,14.69,Contínuo,–,–,–,216,68.009259,1,,14.69,0.462963,1,0.462963,14.69,1,14.69,,,0,0,,
2026-08-09,2026-08-13,"24 - Estático - Cupom MAQUINA10 - Queridinho das Famosas",active,"Clique de 7 dias ou visualização de 1 dia",,,322,1.391304,,300,Diário,32.29,Contínuo,–,–,–,448,72.075893,2,,16.145,0.446429,3,0.669643,10.763333,2,16.145,,,0,0,,
2026-08-09,2026-08-13,"23 - Estático - Cupom MAQUINA10 - Ambiente",active,"Clique de 7 dias ou visualização de 1 dia",,,214,1.397196,,300,Diário,22.77,Contínuo,–,–,–,299,76.153846,5,,4.554,1.672241,7,2.341137,3.252857,5,4.554,,,0,0,,
2026-08-09,2026-08-13,"OFF - AD31 - Vídeo Juju",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando orçamento da campanha",0,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,#AD005,inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD006 - Camila Loures",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD37 - Passeando Shopping - DSB - B2C",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,100,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD36 - Clínica - DSB - B2B",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,100,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD35 - Segredo - DSB - B2B",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,100,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD35 - Cheiro Shopping - Conceito - B2B",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,200,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD34 - Celular - Conceito - B2C",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,200,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD33 - Pesquisa - Conceito - B2B",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,200,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"04 - Café - Ângulo - B2B",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,2,1,,150,Diário,0.12,Contínuo,–,–,–,2,60,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"03 - Detalhes Invisíveis - Ângulo - B2C",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,26,1.076923,,150,Diário,4,Contínuo,–,–,–,28,142.857143,1,,4,3.571429,1,3.571429,4,1,4,,,0,0,,
2026-08-09,2026-08-13,#AD006,inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"14 - Maíra Cardi - Curadoria Casa Nova",active,"Clique de 7 dias ou visualização de 1 dia",64,video_thruplay_watched_actions,381,1.041995,0.03953125,12,Diário,2.53,Contínuo,–,–,–,397,6.372796,5,,0.506,1.259446,8,2.015113,0.31625,4,0.6325,,,0,0,,
2026-08-09,2026-08-13,"15 - Camila Loures - Cheiro de Hotel",active,"Clique de 7 dias ou visualização de 1 dia",113,video_thruplay_watched_actions,611,1.062193,0.03902655,12,Diário,4.41,Contínuo,–,–,–,649,6.795069,1,,4.41,0.154083,3,0.46225,1.47,1,4.41,,,0,0,,
2026-08-09,2026-08-13,"13 - Paulo Bonavides - Escolha de Aromas",active,"Clique de 7 dias ou visualização de 1 dia",19,video_thruplay_watched_actions,169,1.04142,0.07157895,12,Diário,1.36,Contínuo,–,–,–,176,7.727273,,,,,2,1.136364,0.68,,,,,0,0,,
2026-08-09,2026-08-13,"12 - Máquina Automática via App",active,"Clique de 7 dias ou visualização de 1 dia",33,video_thruplay_watched_actions,249,1.040161,0.04393939,12,Diário,1.45,Contínuo,–,–,–,259,5.598456,3,,0.483333,1.158301,3,1.158301,0.483333,2,0.725,,,0,0,,
2026-08-09,2026-08-13,#AD004,archived,"Clique de 1 dia",,,0,0,,20,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"19 - Adeus Difusor de Vareta - Apresentadora",active,"Clique de 1 dia",256,profile_visit_view,6789,1.17764,0.34203125,20,Diário,87.56,Contínuo,"Acima da média",–,–,7995,10.951845,282,,0.310496,3.527205,319,3.989994,0.274483,75,1.167467,,,0,0,,
2026-08-09,2026-08-13,"17 - Reinaldo Explicando as Máquinas",active,"Clique de 1 dia",12,profile_visit_view,315,1.028571,0.40666667,20,Diário,4.88,Contínuo,–,–,–,324,15.061728,14,,0.348571,4.320988,14,4.320988,0.348571,4,1.22,,,0,0,,
2026-08-09,2026-08-13,"#AD31 - Vídeo - 6x sem juros + Frete Grátis",archived,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,300,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"#AD34 - Vídeo B - PET Cheiro de Casa",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,50,1,,"Usando orçamento da campanha",0,3.08,Contínuo,–,–,–,50,61.6,2,,1.54,4,10,20,0.308,2,1.54,,,0,0,,
2026-08-09,2026-08-13,"#AD33 - Vídeo A - PET Cheiro de Casa",not_delivering,"Clique de 7 dias ou visualização de 1 dia",,,460,1.067391,,"Usando orçamento da campanha",0,42.55,Contínuo,–,–,–,491,86.659878,5,,8.51,1.01833,73,14.867617,0.582877,3,14.183333,,,0,0,,
2026-08-09,2026-08-13,"03 - Detalhes Invisíveis - Ângulo - B2C",active,"Clique de 7 dias ou visualização de 1 dia",,,1,3,,"Usando orçamento da campanha",0,0.07,Contínuo,–,–,–,3,23.333333,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"07 - Celular - Conceito - B2C",active,"Clique de 7 dias ou visualização de 1 dia",,,15,1.066667,,"Usando orçamento da campanha",0,3.04,Contínuo,–,–,–,16,190,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"11 - Bastidores do CD",active,"Clique de 7 dias ou visualização de 1 dia",22,video_thruplay_watched_actions,94,1.053191,0.04136364,12,Diário,0.91,Contínuo,–,–,–,99,9.191919,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"09 - Aroma Transforma Ambiente",active,"Clique de 7 dias ou visualização de 1 dia",6,video_thruplay_watched_actions,29,1,0.04,12,Diário,0.24,Contínuo,–,–,–,29,8.275862,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"10 - Aromas das Famosas",active,"Clique de 7 dias ou visualização de 1 dia",996,video_thruplay_watched_actions,4824,1.216833,0.04873494,12,Diário,48.54,Contínuo,"Na média","Abaixo da média – 35% mais baixos dos anúncios","Na média",5870,8.269165,13,,3.733846,0.221465,81,1.379898,0.599259,11,4.412727,,,0,0,,
2026-08-09,2026-08-13,"16 - Famosas e Cheiro de Hotel 5 Estrelas",active,"Clique de 1 dia",,,4,1,,20,Diário,0.03,Contínuo,–,–,–,4,7.5,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"18 - Adeus Difusor de Vareta - Reinaldo",active,"Clique de 1 dia",14,profile_visit_view,319,1.028213,0.34428571,20,Diário,4.82,Contínuo,–,–,–,328,14.695122,14,,0.344286,4.268293,15,4.573171,0.321333,4,1.205,,,0,0,,
2026-08-09,2026-08-13,"20 - Cheiro de Shopping e Alto Padrão",inactive,"Clique de 7 dias ou visualização de 1 dia",1,actions:offsite_conversion.fb_pixel_purchase,5890,1.219694,515.71,300,Diário,515.71,Contínuo,"Na média","Na média","Abaixo da média – 35% mais baixos dos anúncios",7184,71.785913,126,,4.092937,1.753898,166,2.31069,3.106687,116,4.445776,,4.201974,0,2167,,
2026-08-09,2026-08-13,"02 - Vídeo PET Cheiro de Casa - Ângulo",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,55,1.036364,,150,Diário,5.6,Contínuo,–,–,–,57,98.245614,4,,1.4,7.017544,11,19.298246,0.509091,4,1.4,,,0,0,,
2026-08-09,2026-08-13,"01 - Segredo do Shopping - Ângulo",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",2,actions:offsite_conversion.fb_pixel_purchase,3186,1.213434,284.835,150,Diário,569.67,Contínuo,"Na média","Na média","Abaixo da média – 35% mais baixos dos anúncios",3866,147.353854,96,,5.934063,2.483187,120,3.103983,4.74725,93,6.125484,,2.491109,0,1419.11,,
2026-08-09,2026-08-13,"20 - Cheiro de Shopping e Alto Padrão",inactive,"Clique de 7 dias ou visualização de 1 dia",1,actions:offsite_conversion.fb_pixel_purchase,3015,1.527363,657.83,"Usando orçamento da campanha",0,657.83,Contínuo,–,–,–,4605,142.851249,79,,8.326962,1.715527,94,2.04126,6.998191,76,8.655658,,5.049937,0,3322,,
2026-08-09,2026-08-13,"20 - Cheiro de Shopping e Alto Padrão",active,"Clique de 7 dias ou visualização de 1 dia",5,actions:offsite_conversion.fb_pixel_purchase,16919,1.258408,330.054,550,Diário,1650.27,Contínuo,–,–,–,21291,77.510216,306,,5.393039,1.437227,455,2.137053,3.626967,281,5.872847,,4.829785,0,7970.45,,
2026-08-09,2026-08-13,"20 - Cheiro de Shopping e Alto Padrão",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",3,actions:offsite_conversion.fb_pixel_purchase,11987,1.245182,276.66333333,300,Diário,829.99,Contínuo,–,–,–,14926,55.606995,239,,3.472762,1.601233,355,2.3784,2.338,225,3.688844,,7.09964,0,5892.63,,
2026-08-09,2026-08-13,"35 - Casa Cheirosa",active,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,792,1.213384,,150,Diário,122.37,Contínuo,–,–,–,961,127.336108,25,,4.8948,2.601457,31,3.225806,3.947419,23,5.320435,,,0,0,,
2026-08-09,2026-08-13,"36 - Demo Máquina",archived,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",1,actions:offsite_conversion.fb_pixel_purchase,1026,1.493177,116.99,160,Diário,116.99,Contínuo,–,–,–,1532,76.36423,26,,4.499615,1.697128,33,2.154047,3.545152,20,5.8495,,14.249081,0,1667,,
2026-08-09,2026-08-13,"36 - Demo Máquina",active,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,300,Diário,0,Contínuo,–,–,–,0,0,,,,,0,0,0,,,,,0,0,,
