"Início dos relatórios","Encerramento dos relatórios","Nome da campanha",Idade,Gênero,"Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-08-09,2026-08-13,"06 - EVOLUTE - Vendas - Testes Público e Criativo",55-64,unknown,active,"Configurações de vários atributos",,,16,1.125,,"Usando o orçamento do conjunto de anúncios",0,1.97,Contínuo,18,109.444444,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"06 - EVOLUTE - Vendas - Testes Público e Criativo",65+,female,active,"Configurações de vários atributos",,,418,2.217703,,"Usando o orçamento do conjunto de anúncios",0,130.8,Contínuo,927,141.100324,45,,2.906667,4.854369,55,5.933118,2.378182,40,3.27,,,0,0,,
2026-08-09,2026-08-13,"06 - EVOLUTE - Vendas - Testes Público e Criativo",65+,male,active,"Configurações de vários atributos",,,645,1.696124,,"Usando o orçamento do conjunto de anúncios",0,132.72,Contínuo,1094,121.316271,33,,4.021818,3.016453,36,3.290676,3.686667,30,4.424,,,0,0,,
2026-08-09,2026-08-13,"06 - EVOLUTE - Vendas - Testes Público e Criativo",65+,unknown,active,"Configurações de vários atributos",,,3,1,,"Usando o orçamento do conjunto de anúncios",0,2.88,Contínuo,3,960,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"06 - EVOLUTE - Vendas - Testes Público e Criativo",Unknown,female,active,"Configurações de vários atributos",,,5,1,,"Usando o orçamento do conjunto de anúncios",0,0.7,Contínuo,5,140,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"06 - EVOLUTE - Vendas - Testes Público e Criativo",Unknown,male,active,"Configurações de vários atributos",,,3,1,,"Usando o orçamento do conjunto de anúncios",0,0.32,Contínuo,3,106.666667,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"06 - EVOLUTE - Vendas - Testes Público e Criativo",Unknown,unknown,active,"Configurações de vários atributos",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,3,0,,,0,0,,
2026-08-09,2026-08-13,"05 - EVOLUTE - Vendas - Remarketing",18-24,female,active,"Configurações de vários atributos",,,98,1.346939,,"Usando o orçamento do conjunto de anúncios",0,6.97,Contínuo,132,52.80303,4,,1.7425,3.030303,5,3.787879,1.394,4,1.7425,,,0,0,,
2026-08-09,2026-08-13,"05 - EVOLUTE - Vendas - Remarketing",18-24,male,active,"Configurações de vários atributos",,,11,1.181818,,"Usando o orçamento do conjunto de anúncios",0,0.42,Contínuo,13,32.307692,,,,,0,0,0,,,,,0,0,,
2026-08-09,2026-08-13,"05 - EVOLUTE - Vendas - Remarketing",25-34,female,active,"Configurações de vários atributos",,,2631,2.31965,,"Usando o orçamento do conjunto de anúncios",0,274.84,Contínuo,6103,45.03359,65,,4.228308,1.06505,98,1.605768,2.80449,58,4.738621,,,0,0,,
